,name,city,state,nirfRank,rank
1509,Government Science College,Gandhinagar,Gujarat,nan,nan
1510,Government Science College Pandhurna,Pandhurna,Madhya Pradesh,nan,nan
1511,"Government Science College, Chitradurga",Chitradurga,Karnataka,nan,nan
1512,Government Shri Mant Madhavrao Shindhiya College,SHIVPURI,Madhya Pradesh,nan,nan
1513,Government Shrimant Mahavrao Shindhiya Adarsh Science College,Gwalior,Madhya Pradesh,nan,nan
1514,Government Smt. Indira Gandhi Girls College,SHIVPURI,Madhya Pradesh,nan,nan
1515,Government Syamlal Pandvi College Morar,Gwalior,Madhya Pradesh,nan,nan
1516,Government Thirumagal Mills College,Vellore,Tamil Nadu,nan,nan
1517,"Government V R S College, Bhander",BHANDER,Madhya Pradesh,nan,nan
1518,"Government Victoria College, Palakkad",Palakkad,Kerala,nan,nan
1519,Government Vijayaraje Shindhiya Girls College Morar,GWALIOR,Madhya Pradesh,nan,nan
1520,Government Vishwanath Yadav Tamskar P. G. Savshasi Mahavidyalaya,Durg,Chhattisgarh,nan,nan
1521,"Government, Arts College for Women, Nilakottai",Dindigul,Tamil Nadu,nan,nan
1522,"GovernmentDegree College, Dehradun","Doiwala, Dehradun",Uttarakhand,nan,nan
1523,Govindammal Aditanar College,Tiruchendur,Tamil Nadu,nan,nan
1524,Govindarao Sekaria Arth Vanijya College,Nagpur,Maharashtra,nan,nan
1525,"Govt First Grade College, Ramdurg",Belagavi,Karnataka,nan,nan
1526,Govt. College,Malappuram,Kerala,nan,nan
1527,"Govt. College, Kalapipal",KALAPIPAL,Madhya Pradesh,nan,nan
1528,"Govt. Dental College, Indore",Indore,Madhya Pradesh,39,nan
1529,"Govt. Dental College, Nagpur",Nagpur,Maharashtra,9,nan
1530,"Govt. Digvijay College, Rajnandgaon",Rajnadgaon,Chhattisgarh,nan,nan
1531,"Govt. First Grade College, Devanahalli",Bangalore Rural,Karnataka,nan,nan
1532,"Govt. First Grade College, Kushalnagar",Kushalnagar,Karnataka,nan,nan
1533,"Govt. K.P.College, Dewas",DEWAS,Madhya Pradesh,nan,nan
1534,Govt. Medical College & Hospital,nan,nan,27,nan
1535,Govt. Medical College & Hospital,Chandigarh,Chandigarh,nan,nan
1536,Graphic Era University,Dehradun,Uttarakhand,nan,74
1537,Graphic Era University,nan,nan,65,nan
1538,Great Lakes Institute of Management,Chennai,Tamil Nadu,nan,nan
1539,Great Lakes Institute of Management,nan,nan,31,nan
1540,"Great Lakes Institute of Management,Gurgaon",nan,nan,52,nan
1541,"Great Lakes Institute of Management,Gurgaon",Gurgaon,Haryana,nan,nan
1542,Greater Noida Institute of Technology (Engineering Institute),Greater Noida,Uttar Pradesh,nan,nan
1543,Gromodyogik Shikshan Mandal`s Marathwada Institute of Technology Management College,Aurangabad,Maharashtra,nan,nan
1544,Gudlavalleru Engineering College,Gudlavalleru,Andhra Pradesh,nan,nan
1545,Gujarat Adani Institute of Medical Science,Bhuj,Gujarat,nan,nan
1546,Gujarat Cancer & Research Institute,Ahmadabad,Gujarat,nan,nan
1547,Gujarat Cancer & Research Institute,nan,nan,37,nan
1548,Gujarat Commerce College,Ahmedabad-380006,Gujarat,nan,nan
1549,Gujarat National Law University,Gandhinagar,Gujarat,8,nan
1550,Gujarat Power Engineering & Research Institute,Mehsana,Gujarat,nan,nan
1551,Gujarat Technological University,Ahmedabad,Gujarat,nan,nan
1552,Gujarat University,nan,nan,99,nan
1553,Gujarat University,Ahmedabad,Gujarat,nan,58
1554,Gulzar Group of Institutions,Khanna,Punjab,nan,nan
1555,Gulzar School of Management,LUDHIANA,Punjab,nan,nan
1556,Guru Ghasidas Vishwavidyalaya,BILASPUR (Chhattisgarh),Chhattisgarh,nan,nan
1557,Guru Gobind Singh College for Women,Chandigarh,Chandigarh,nan,nan
1558,"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Nashik,Maharashtra,nan,nan
1559,Guru Gobind Singh Educational Society's Technical Campus,Bokaro,Jharkhand,nan,nan
1560,Guru Gobind Singh Indraprastha University,nan,nan,62,nan
1561,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,nan,77
1562,Guru Hargobind Institute of Law for Women,Ludhiana,Punjab,nan,nan
1563,"Guru Jambheshwar University of Science and Technology, Hissar",Hisar,Haryana,nan,nan
1564,Guru Nanak College,Dist. Dhanbad,Jharkhand,nan,nan
1565,Guru Nanak College,Chennai,Tamil Nadu,nan,nan
1566,Guru Nanak College for Girls,Sri Muktsar Sahib,Punjab,nan,nan
1567,Guru Nanak Dev Engineering College,Ludhiana,Punjab,nan,nan
1568,"Guru Nanak Dev Engineering College, Bidar",Bidar,Karnataka,nan,nan
1569,Guru Nanak Dev University,Amritsar,Punjab,nan,44
1570,Guru Nanak Institute of Technology,Ibrahimpatnam,Telangana,nan,nan
1571,Guru Nanak Institute of Technology,Nagpur,Maharashtra,nan,nan
1572,Guru Nanak Institutions Technical Campus,Ibrahimpatnam,Telangana,nan,nan
1573,"Guru Nanak Khalsa College, Yamuna Nagar",Yamuna Nagar,Haryana,nan,nan
1574,Guru Nanak National College,Ludhiana,Punjab,nan,nan
1575,Guru Shree Shanthi Vijai Jain College for Women,Chennai,Tamil Nadu,nan,nan
1576,Guru nanak Institute of Dental Sciences & Research,Kolkata,West Bengal,40,nan
1577,Gurukul Kangri Vishwavidyalaya,Haridwar,Uttarakhand,nan,nan
1578,Gurunanak Institute,North Twenty Four Parganas,West Bengal,214,nan
