,name,city,state,nirf_rank,ranked,rank,nirfRank
66,R R School of Architecture,Bengaluru,Karnataka,,nan,nan,nan
67,R. R. Institute of Modern Technology,Lucknow,Uttar Pradesh,,nan,nan,nan
68,Rajiv Gandhi Government Engineering College,Kangra,Himachal Pradesh,,nan,nan,nan
69,Rajiv Gandhi Institute of Technology,Kottayam,Kerala,,nan,nan,nan
70,Reva University,Bengaluru,Karnataka,,nan,nan,nan
71,RV College of Architecture,Bangalore,Karnataka,,nan,nan,nan
72,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,,nan,nan,nan
73,Sanskar College of Architecture and Planning,Hapur,Uttar Pradesh,,nan,nan,nan
74,"Sarvajanik College of Engineering & Technology, Faculty of Architecture",Surat-,Gujarat,,nan,nan,nan
75,Sasi Creative School of Architecture,Coimbatore,Tamil Nadu,,nan,nan,nan
76,"School of Architecture, Indore",Indore,Madhya Pradesh,,nan,nan,nan
77,"School of Planning & Architecture, Vijayawada",Vijayawada,Andhra Pradesh,,nan,nan,nan
78,"School of Planning and Architecture, Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
79,"School of Planning and Architecture, New Delhi",New Delhi,Delhi,,nan,nan,nan
80,Shaheed Bhagat Singh State University,Firozepur,Punjab,,nan,nan,nan
81,Shantaben Manubhai Patel Institute Architecture and Interior Design,Anand,Gujarat,,nan,nan,nan
82,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,,nan,nan,nan
83,"SJB School of Aarchitecture and Planning, Kengeri",Bengaluru,Karnataka,,nan,nan,nan
84,Smt. Manoramabai Mundle College of Architecture,Nagpur,Maharashtra,,nan,nan,nan
85,Sushant University,Gurugram,Haryana,,nan,nan,nan
86,Thakur School of Architecture & Planning,MUMBAI,Maharashtra,,nan,nan,nan
87,The Oxford College of Engineering,Bengaluru,Karnataka,,nan,nan,nan
88,Thiagarajar College of Engineering,Madurai,Tamil Nadu,,nan,nan,nan
89,TKM College of Engineering,Kollam,Kerala,,nan,nan,nan
90,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,,nan,nan,nan
91,A G Patil Institute of Technology,Solapur,Maharashtra,,nan,nan,nan
92,A P Shah Institute Of Technology,Thane,Maharashtra,,nan,nan,nan
93,AISSMS College of Engineering,Pune,Maharashtra,,nan,nan,nan
94,A. D. Patel Institute of Technology,Anand,Gujarat,,nan,nan,nan
95,A. M. Reddy Memorial College of Engineering and Technology,Narasaraopet,Andhra Pradesh,,nan,nan,nan
96,A.V.C. College of Engineering,Mayiladuthurai,Tamil Nadu,,nan,nan,nan
97,Aalim Muhammed Salegh College of Engineering,Thiruvallur,Tamil Nadu,,nan,nan,nan
98,Aarupadai Veedu Institute of Technology,Chennai,Tamil Nadu,,nan,nan,nan
99,ABACUS Institute of Engineering and Management,Mogra,West Bengal,,nan,nan,nan
100,ABES Engineering College,Ghaziabad,Uttar Pradesh,,nan,nan,nan
101,"ABES Institute of Technology, Ghaziabad",Ghaziabad,Uttar Pradesh,,nan,nan,nan
102,"ABSS Institute of Technology, Mawana Road, Meerut",MEERUT,Uttar Pradesh,,nan,nan,nan
103,Academy of Maritime Education and Training,Kancheepuram,Tamil Nadu,,nan,nan,nan
104,Academy of Technology,Hooghly,West Bengal,,nan,nan,nan
105,Accurate Institute of Management & Technology,Greater Noida,Uttar Pradesh,,nan,nan,nan
106,ACE Engineering college,Hyderabad,Telangana,,nan,nan,nan
107,Acharya Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
108,Acropolis Institute of Technology and Research,Indore,Madhya Pradesh,,nan,nan,nan
109,ACS College of Engineering,Bengaluru,Karnataka,,nan,nan,nan
110,Adamas University,Kolkata,West Bengal,,nan,nan,nan
111,Adani Institute of Infrastructure Engineering,Ahmedabad,Gujarat,,nan,nan,nan
112,Adhiparasakthi Engineering College,Chengalpat,Tamil Nadu,,nan,nan,nan
113,Adi Shankara Institute of Engineering and Technology,Kalady,Kerala,,nan,nan,nan
114,Adichunchanagiri Institute of Technology,Chikmagalur,Karnataka,,nan,nan,nan
115,"Adina Institute of Science and Technology, Sagar",Sagar,Madhya Pradesh,,nan,nan,nan
116,Aditya College of Engineering,Surampalem,Andhra Pradesh,,nan,nan,nan
117,Aditya College of Engineering,Madanapalle,Andhra Pradesh,,nan,nan,nan
118,Aditya College of Engineering & Technology,Surampalem,Andhra Pradesh,,nan,nan,nan
119,Aditya Engineering College,Surampalem,Andhra Pradesh,,nan,nan,nan
120,Aditya Institute of Technology and Management,Tekkali,Andhra Pradesh,,nan,nan,nan
121,Aeya Institute of Engineering & Technology,Jaipur,Rajasthan,,nan,nan,nan
122,Agnel Institute of Technology and Design,Assagao,Goa,,nan,nan,nan
123,Agni College of Technology,Chennai,Tamil Nadu,,nan,nan,nan
124,Ajeenkya DY Patil School Of Engineering,Pune,Maharashtra,,nan,nan,nan
125,Ajeenkya DY Patil University,Pune,Maharashtra,,nan,nan,nan
126,Ajay Kumar Garg Engineering College,Ghaziabad,Uttar Pradesh,,nan,nan,nan
127,Akshaya College of Engineering and Technology,Coimbatore,Tamil Nadu,,nan,nan,nan
128,Alagappa Chettiar Government College of Engineering and Technology,Sivaganga,Tamil Nadu,,nan,nan,nan
129,Aldel Education Trust's St. John College of Engineering,Palghar,Maharashtra,,nan,nan,nan
130,Aligarh Muslim University,Aligarh,Uttar Pradesh,,nan,nan,nan
131,"All India Shivaji Memorial Societys College of Engineering, Pune",Pune,Maharashtra,,nan,nan,nan
132,All India Shri Shivaji Memorial Society`s Institute of Information Technology,Pune,Maharashtra,,nan,nan,nan
133,Alliance University,Bengaluru,Karnataka,,nan,nan,nan
134,"Alvas Institute of Engineering and Technology, Moodbidri",Dakshina Kannada,Karnataka,,nan,nan,nan
135,Amal Jyothi College of Engineering,Kottayam,Kerala,,nan,nan,nan
136,Ambalika Institute of Management and Technology,Lucknow,Uttar Pradesh,,nan,nan,nan
137,Amity University,Gautam Budh Nagar,Uttar Pradesh,,nan,nan,nan
138,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,,nan,nan,nan
139,"Amity University, Gwalior",Gwalior,Madhya Pradesh,,nan,nan,nan
140,"Amity University, Jaipur",Jaipur,Rajasthan,,nan,nan,nan
141,"Amity University, Mumbai",Mumbai,Maharashtra,,nan,nan,nan
142,"Amity University, Raipur",Raipur,Chhattisgarh,,nan,nan,nan
143,"Amrita College of Engineering and Technology, Nagercoil",Nagercoil,Tamil Nadu,,nan,nan,nan
144,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,,nan,nan,nan
145,Amritsar College of Engineering & Technology,Amritsar,Punjab,,nan,nan,nan
146,Amrutha Institute of Engineering & Management Sciences,Bengaluru,Karnataka,,nan,nan,nan
147,"Amrutvahini College of Engineering, Sangamner",Sangamner,Maharashtra,,nan,nan,nan
148,Ananad Institute of Higher Technology,Chennai,Tamil Nadu,,nan,nan,nan
149,Anand Engineering College,Agra,Uttar Pradesh,,nan,nan,nan
150,Anand International College of Engineering,Jaipur,Rajasthan,,nan,nan,nan
151,Anantrao Pawar College of Engineering & Research,Pune,Maharashtra,,nan,nan,nan
152,Andhra Loyola Institute of Engineering and Technology,Vijayawada,Andhra Pradesh,,nan,nan,nan
153,Angadi Instittute of Technology and Management,Belagavi,Karnataka,,nan,nan,nan
154,Anil Neerukonda Institute of Technology & Sciences,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
155,Anjuman College of Engineering & Technology,Nagpur,Maharashtra,,nan,nan,nan
156,Anjuman-I-Islam`s Kalsekar Technical Campus,New Panvel,Maharashtra,,nan,nan,nan
157,Anna University,Chennai,Tamil Nadu,,nan,nan,nan
158,Annai Vailankanni College of Engineering,Nagercoil,Tamil Nadu,,nan,nan,nan
159,Annamacharya Institute of Technology & Sciences,Rajampet,Andhra Pradesh,,nan,nan,nan
160,Annamacharya Institute of Technology & Sciences,Tirupati,Andhra Pradesh,,nan,nan,nan
161,Annamacharya Institute of Technology and Sciences,Kadapa,Andhra Pradesh,,nan,nan,nan
162,Annamalai University,Annamalainagar,Tamil Nadu,,nan,nan,nan
163,Annapoorana Engineering College,Salem,Tamil Nadu,,nan,nan,nan
164,"Annasaheb Dange College of Engineering and Technology, Ashta",Ashta,Maharashtra,,nan,nan,nan
165,Anurag Engineering College,Ananthagiri (V&M),Telangana,,nan,nan,nan
166,Anurag University,Hyderabad,Telangana,,nan,nan,nan
167,Arasu Engineering College,Thanjavur,Tamil Nadu,,nan,nan,nan
168,"Aravali Institute of Technical Studies,Udaipur",Udaipur,Rajasthan,,nan,nan,nan
169,Arjun College of Technology,COIMBATORE,Tamil Nadu,,nan,nan,nan
170,Army Institute of Technology,Pune,Maharashtra,,nan,nan,nan
171,Arunachala College of Engineering for Women,Kanniyakumari,Tamil Nadu,,nan,nan,nan
172,Arunai Engineering College,Tiruvannamalai,Tamil Nadu,,nan,nan,nan
173,"Arya College of Engineering & Information Technology, Jaipur",Jaipur,Rajasthan,,nan,nan,nan
174,"Arya College of Engineering & Research Center, Jaipur",Jaipur,Rajasthan,,nan,nan,nan
175,Asansol Engineering College,Asansol,West Bengal,,nan,nan,nan
176,Asia Pacific Institute of Information Technology,Panipat,Haryana,,nan,nan,nan
177,Assam Don Bosco University,Azara,Assam,,nan,nan,nan
178,Assam Down Town University,Guwahati,Assam,,nan,nan,nan
179,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,,nan,nan,nan
180,Atharva College of Engineering,Mumbai Suburban,Maharashtra,,nan,nan,nan
181,ATME College of Engineering,Mysore,Karnataka,,nan,nan,nan
182,Atria Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
183,AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,,nan,nan,nan
184,Audisankara College of Engineering & Technology,Gudur,Andhra Pradesh,,nan,nan,nan
185,Aurora`s Scientific & Technological Institute,Hyderabad,Telangana,,nan,nan,nan
186,Aurora's Technological And Research Institute,Hyderabad,Telangana,,nan,nan,nan
187,AVS College of Technology (Formerly AVS Technical Campus),SALEM,Tamil Nadu,,nan,nan,nan
188,"Azad Institute of Engineering and Technology, Lucknow",Lucknow,Uttar Pradesh,,nan,nan,nan
189,B I T Sindri,Dhanbad,Jharkhand,,nan,nan,nan
190,B N College Of Engineering And Technology Lucknow,Lucknow,Uttar Pradesh,,nan,nan,nan
191,B. G. S. Institute of Technology,Mandya,Karnataka,,nan,nan,nan
192,B. P. Poddar Institute of Management & Technology,Kolkata,West Bengal,,nan,nan,nan
193,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,,nan,nan,nan
194,"B.L.D.E.A`s V.P. Dr. P.G. Halakatti College of Engineering and Technology, Vijayapur",Vijayapur,Karnataka,,nan,nan,nan
195,B.M.S. College of Engineering,Bengaluru,Karnataka,,nan,nan,nan
196,"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,,nan,nan,nan
197,Baba Ghulam Shah Badshah University,Rajouri,Jammu and Kashmir,,nan,nan,nan
198,Balaji Institute of Technology & Science,Warangal (Rural),Telangana,,nan,nan,nan
199,Ballari Institute of Technology & Management,Bellary,Karnataka,,nan,nan,nan
200,Banasthali Vidyapith,Banasthali,Rajasthan,,nan,nan,nan
201,"Bangalore Institute of Technology, Bangalore",Bangalore,Karnataka,,nan,nan,nan
202,Bangalore University,Bangalore,Karnataka,,nan,nan,nan
203,"Bansal Institute of Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,,nan,nan,nan
204,Bansal Institute of Science & Technology,Bhopal,Madhya Pradesh,,nan,nan,nan
205,Bapatla Engineering College,Bapatla,Andhra Pradesh,,nan,nan,nan
206,Bapatla Women`s Engineering College,Bapatla,Andhra Pradesh,,nan,nan,nan
207,Bapuji Institute of Engineering & Technology,Davangere,Karnataka,,nan,nan,nan
208,"Barkatullah University, Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
209,Basaveshwar Engineering College,Bagalkot,Karnataka,,nan,nan,nan
210,"Beant College Of Engineering & Technology,Gurdaspur",Gurdaspur,Punjab,,nan,nan,nan
211,Bengal College of Engineering & Technology,Durgapur,West Bengal,,nan,nan,nan
212,Bengal Institute of Technology,Kolkata,West Bengal,,nan,nan,nan
213,Bhagalpur College of Engineering,Bhagalpur,Bihar,,nan,nan,nan
214,Bhagwan Parshuram Institute of Technology,Delhi,Delhi,,nan,nan,nan
215,Bharat Institute of Engineering & Technology,Hyderabad,Telangana,,nan,nan,nan
216,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Navi Mumbai,Maharashtra,,nan,nan,nan
217,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,,nan,nan,nan
218,Bharati Vidyapeeth`s College of Engineering,Kolhapur,Maharashtra,,nan,nan,nan
219,Bharati Vidyapeeth`s College of Engineering,New Delhi,Delhi,,nan,nan,nan
220,Bharati Vidyapeeth`s College of Engineering,Pune,Maharashtra,,nan,nan,nan
221,Bharati Vidyapeeth`s College of Engineering for Women,Pune,Maharashtra,,nan,nan,nan
222,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,,nan,nan,nan
223,Bheema Institute of Technology and Science,Adoni,Andhra Pradesh,,nan,nan,nan
224,Bhilai Institute of Technology,Durg,Chhattisgarh,,nan,nan,nan
225,Bhubaneswar College of Engineering,Damanabhuin,Odisha,,nan,nan,nan
226,Birla Institute of Technology,Ranchi,Jharkhand,,nan,nan,nan
227,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,,nan,nan,nan
228,Birla Vishvakarma Mahavidyalaya,Vallabh Vidyanagar,Gujarat,,nan,nan,nan
229,BM College of Technology,Indore,Madhya Pradesh,,nan,nan,nan
230,BMS Institute of Technology & Management,Bengaluru,Karnataka,,nan,nan,nan
231,BNM Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
232,Bonam Venkata Chalamaiah Institute of Technology and Science,Bhatlapalem,Andhra Pradesh,,nan,nan,nan
233,Bonam Venkata Chalamayya Engineering College,Odalarevu,Andhra Pradesh,,nan,nan,nan
234,Brahmdevdada Mane Institute of Technology,Belati,Maharashtra,,nan,nan,nan
235,Brainware University,Kolkata,West Bengal,,nan,nan,nan
236,BRCM College of Engineering & Technology,Bahal,Haryana,,nan,nan,nan
237,Buddha Institute of Technology,Gorakhpur,Uttar Pradesh,,nan,nan,nan
238,Budge Budge Institute of Technology,Kolkata,West Bengal,,nan,nan,nan
239,Builders Engineering College,Kangeyam,Tamil Nadu,,nan,nan,nan
240,Bundelkhand Institute of Engineering & Technology,JHANSI,Uttar Pradesh,,nan,nan,nan
241,Bundelkhand University,Jhansi,Uttar Pradesh,,nan,nan,nan
242,BVRIT Hyderabad College of Engineering for Women,Hyderabad,Telangana,,nan,nan,nan
243,C K College of Engineering & Technology (Formerly Sri Jayaram Engineering College),Cuddalore,Tamil Nadu,,nan,nan,nan
244,C M R Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
245,C. Abdul Hakeem College of Engineering & Technology,Melvisharam,Tamil Nadu,,nan,nan,nan
246,C.K.Pithawaka College of Engineering & Technology,Surat,Gujarat,,nan,nan,nan
247,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,,nan,nan,nan
248,Calcutta Institute of Engineering and Management,Kolkata,West Bengal,,nan,nan,nan
249,Calcutta Institute of Technology,Uluberia,West Bengal,,nan,nan,nan
250,Cambridge Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
251,Cambridge Institute of Technology,Ranchi,Jharkhand,,nan,nan,nan
252,Canara Engineering College,Mangaluru,Karnataka,,nan,nan,nan
253,Capital Engineering College (CEC),Bhubaneswar,Odisha,,nan,nan,nan
254,CARE College of Engineering,Tiruchirappalli,Tamil Nadu,,nan,nan,nan
255,"Central Institute of Plastics Engineering & Technology, Ahmadabad",Ahmadabad,Gujarat,,nan,nan,nan
256,"Central Institute of Plastics Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,,nan,nan,nan
257,"Central Institute of Plastics Engineering and Technology, Chennai",Chennai,Tamil Nadu,,nan,nan,nan
258,Central Institute of Technology,Kokrajhar,Assam,,nan,nan,nan
259,Central University of Haryana,Mahendergarh,Haryana,,nan,nan,nan
260,Central University of Kashmir,Ganderbal,Jammu and Kashmir,,nan,nan,nan
261,Centurion University of Technology and Management,Paralakhemundi,Odisha,,nan,nan,nan
262,Ch. Devi Lal State Institute of Engineering,Sirsa,Haryana,,nan,nan,nan
263,Chadalawada Ramanamma Engineering College,Tirupati,Andhra Pradesh,,nan,nan,nan
264,Chaitanya (Deemed to be University),Warangal,Telangana,,nan,nan,nan
265,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,,nan,nan,nan
266,Chaitanya Bharathi Institute of Technology,Proddatur,Andhra Pradesh,,nan,nan,nan
267,Chalapathi Institute of Engineering and Technology,Guntur,Andhra Pradesh,,nan,nan,nan
268,Chandigarh College of Engineering & Technology,Chandigarh,Chandigarh,,nan,nan,nan
269,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,,nan,nan,nan
270,Chandigarh Engineering College Jhanjeri,Sahibzada Ajit Singh Nagar,Punjab,,nan,nan,nan
271,Chandigarh University,Mohali,Punjab,,nan,nan,nan
272,Chandubhai S. Patel Institute of Technology,Changa,Gujarat,,nan,nan,nan
273,Chatrapati Sahuji Maharaj Kanpur University,Kanpur,Uttar Pradesh,,nan,nan,nan
274,Chaudhary Charan Singh University Meerut,Meerut,Uttar Pradesh,,nan,nan,nan
275,Chebrolu Engineering College,Chebrolu,Andhra Pradesh,,nan,nan,nan
276,Chennai Institute of Technology,Chennai,Tamil Nadu,,nan,nan,nan
277,Chettinad College of Engineering & Technology,Karur,Tamil Nadu,,nan,nan,nan
278,Chhatrapati Shivaji Institute of Technology Kolihapuri,Durg,Chhattisgarh,,nan,nan,nan
279,Chhotubhai Gopalbhai Patel Institute of Technology,Bardoli,Gujarat,,nan,nan,nan
280,Chitkara University,Solan,Himachal Pradesh,,nan,nan,nan
281,Chitkara University,Rajpura,Punjab,,nan,nan,nan
282,Chouksey Engineering College,Bilaspur,Chhattisgarh,,nan,nan,nan
283,Christ College of Engineering,Thrissur,Kerala,,nan,nan,nan
284,Christ College of Engineering and Technology,Pondicherry,Pondicherry,,nan,nan,nan
285,Christ The King Engineering College,Coimbatore,Tamil Nadu,,nan,nan,nan
286,Christ University,Bengaluru,Karnataka,,nan,nan,nan
287,Christian College of Engineering and Technology,Dindigul,Tamil Nadu,,nan,nan,nan
288,"City Engineering College, BANGALORE",Bangalore,Karnataka,,nan,nan,nan
289,CMR College of Engineering & Technology,Hyderabad,Telangana,,nan,nan,nan
290,CMR Engineering College,Rangareddy,Telangana,,nan,nan,nan
291,CMR Institute of Technology,Hyderabad,Telangana,,nan,nan,nan
292,CMR Technical Campus,Hyderabad,Telangana,,nan,nan,nan
293,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,,nan,nan,nan
294,College of Engineering,Solapur,Maharashtra,,nan,nan,nan
295,College of Engineering & Technology,Akola,Maharashtra,,nan,nan,nan
296,College of Engineering and Management,Kolaghat,West Bengal,,nan,nan,nan
297,"College of Engineering & Technology, Bhubaneswar",Bhubaneswar,Odisha,,nan,nan,nan
298,"College of Engineering and Technology, IILM Academy of Higher Learning",Gautam Buddha Nagar,Uttar Pradesh,,nan,nan,nan
299,College of Engineering Roorkee,Roorkee,Uttarakhand,,nan,nan,nan
300,"College of Engineering, Karunagappally",Karunagappally,Kerala,,nan,nan,nan
301,"College of Engineering, Kidangoor",Kottayam,Kerala,,nan,nan,nan
302,"College of Engineering, Pathanapuram",Pathanapuram,Kerala,,nan,nan,nan
303,"College of Engineering, Pune",Pune,Maharashtra,,nan,nan,nan
304,"College of Engineering, Trivandrum",Thiruvananthapuram,Kerala,,nan,nan,nan
305,"College of Engineering, Vadakara",Vadakara,Kerala,,nan,nan,nan
306,College of Technology and Engineering,Udaipur,Rajasthan,,nan,nan,nan
307,Coorg Institute of Technology,Ponnampet,Karnataka,,nan,nan,nan
308,CSMSS Chh. Shahu College of Engineering,Aurangabad,Maharashtra,,nan,nan,nan
309,"CT Institute of Engineering Management and Technology, Shahpur",Jalandhar,Punjab,,nan,nan,nan
310,CVR College of Engineering,Ibrahimpatan,Telangana,,nan,nan,nan
311,D. Y. Patil College of Engineering & Technology,Kolhapur,Maharashtra,,nan,nan,nan
312,"D. Y. Patil Education Society, D.Y. Patil Technical Campus, Faculty of Engineering",Kolhapur,Maharashtra,,nan,nan,nan
313,"D. Y. Patil Pratishthans D.Y. Patil College of Engineering, Pune",Pune,Maharashtra,,nan,nan,nan
314,D. Y. Patil College of Engineering Akurdi,Pune,Maharashtra,,nan,nan,nan
315,D. Y. Patil International University,Pune,Maharashtra,,nan,nan,nan
316,"D.K.T.E. Society`s Textile and Engineering Institute, Ichalkaranji",Ichalkaranji,Maharashtra,,nan,nan,nan
317,D.N.R. College of Engineering & Technology,West Godavari,Andhra Pradesh,,nan,nan,nan
318,Dadi Institute of Engineering & Technology (DIET),Anakapalle,Andhra Pradesh,,nan,nan,nan
319,Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering,Machilipatnam,Andhra Pradesh,,nan,nan,nan
320,Darshan Institute of Engineering & Technology,Rajkot,Gujarat,,nan,nan,nan
321,"Datta Kala Group of Institutions Faculty of Engineering, Pune",Swami-Chincholi (Bhigwan),Maharashtra,,nan,nan,nan
322,Datta Meghe College of Engineering,Navi Mumbai,Maharashtra,,nan,nan,nan
323,Dayalbagh Educational Institute,Agra,Uttar Pradesh,,nan,nan,nan
324,Dayananda Sagar Academy of Technology & Management Technical Campus,Bengaluru,Karnataka,,nan,nan,nan
325,Dayananda Sagar College of Engineering,Bengaluru,Karnataka,,nan,nan,nan
326,Dayananda Sagar University,Bengaluru,Karnataka,,nan,nan,nan
327,Deenbandhu Chhotu Ram University of Science & Technology,Sonipat,Haryana,,nan,nan,nan
328,Defence Institute of Advanced Technology,Pune,Maharashtra,,nan,nan,nan
329,Delhi Technological University,New Delhi,Delhi,,nan,nan,nan
330,Deogiri Technical Campus for Engineering and Management Studies,Aurangabad,Maharashtra,,nan,nan,nan
331,Desh Bhagat University,Mandi Gobindgarh,Punjab,,nan,nan,nan
332,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,,nan,nan,nan
333,Dewan V S Institute of Engineering and Technology,Meerut,Uttar Pradesh,,nan,nan,nan
334,Dhanalakshmi Srinivasan College of Engineering,Coimbatore,Tamil Nadu,,nan,nan,nan
335,Dhanalakshmi Srinivasan College of Engineering and Technology,Mamallapuram,Tamil Nadu,,nan,nan,nan
336,Dhanekula Institute of Engineering & Technology,Vijayawada,Andhra Pradesh,,nan,nan,nan
337,Dharmsinh Desai University,Nadiad,Gujarat,,nan,nan,nan
338,Dhirajlal Gandhi College of Technology,Salem,Tamil Nadu,,nan,nan,nan
339,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,,nan,nan,nan
340,"Dhole Patil Education Society`s, Dhole Patil College of Engineering.",Pune,Maharashtra,,nan,nan,nan
341,Dibrugarh University Institute of Engineering and Technology,Dibrugarh,Assam,,nan,nan,nan
342,DIT University,Dehradun,Uttarakhand,,nan,nan,nan
343,"Don Bosco College of Engineering, Margao",South Goa,Goa,,nan,nan,nan
344,"Don Bosco Institute of Technology, Bangalore",Bengaluru,Karnataka,,nan,nan,nan
345,"Don Bosco Institute of Technology, Mumbai",Mumbai,Maharashtra,,nan,nan,nan
346,Dr. A.P.J. Abdul Kalam University,Indore,Madhya Pradesh,,nan,nan,nan
347,Dr. Ambedkar Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
348,"DR. Ambedkar Institute of Technology for Handicapped, U.P.",Kanpur,Uttar Pradesh,,nan,nan,nan
349,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Jalandhar,Punjab,,nan,nan,nan
350,Dr. B. R. Ambedkar Institute of Technology,South Andaman,Andaman and Nicobar Islands,,nan,nan,nan
351,"Dr. B.C. Roy Engineering College, Durgapur",Bardhaman,West Bengal,,nan,nan,nan
352,Dr. Babasaheb Ambedkar Technological University,Raigarh,Maharashtra,,nan,nan,nan
353,Dr. D. Y. Patil Educational Enterprises Charitable Trust`s Dr. D. Y. Patil Group of Institutions Dr. D. Y. Patil School of Engineering,Pune,Maharashtra,,nan,nan,nan
354,Dr. D. Y. Patil Educational Enterprises Charitable Trust`s Dr. D. Y. Patil Group of Institutions Dr. D. Y. Patil School of Engineering and Technology,Pune,Maharashtra,,nan,nan,nan
355,"Dr. D. Y. Patil Institute of Engineering, Management and Research",Pune,Maharashtra,,nan,nan,nan
356,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,,nan,nan,nan
357,"Dr. K.N. Modi Institute of Engineering and Technology, Modinagar, Ghaziabad",Ghaziabad,Uttar Pradesh,,nan,nan,nan
358,"Dr. K.V.Subba Reddy Institute of Technology, Kurnool",Kurnool,Andhra Pradesh,,nan,nan,nan
359,Dr. Lankapalli Bullayya College of Engineering,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
360,Dr. Mahalingam College of Engineering and Technology,Pollachi,Tamil Nadu,,nan,nan,nan
361,Dr. N. G. P. Institute of Technology,Coimbatore,Tamil Nadu,,nan,nan,nan
362,"Dr. Ram Manohar Lohia Awadh University, Faizabad",Faizabad,Uttar Pradesh,,nan,nan,nan
363,"Dr. S. & S. S. Ghandhy Government Engineering College, Surat",Surat,Gujarat,,nan,nan,nan
364,Dr. Samuel George Institute of Engineering & Technology,Markapur,Andhra Pradesh,,nan,nan,nan
365,Dr. Sudhir Chandra Sur Institute of Technology and Sports Complex,Kolkata,West Bengal,,nan,nan,nan
366,Dr. T. Thimmaiah Institute of Technology,KGF,Karnataka,,nan,nan,nan
367,Dr. V. R. Godhania College of Engineering & Technology,Porbandar,Gujarat,,nan,nan,nan
368,"Dr. Virendra Swarup Memorial Trust Group of Institutions, Unnao",Unnao,Uttar Pradesh,,nan,nan,nan
369,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,,nan,nan,nan
370,Dream Institute of Technology,Kolkata,West Bengal,,nan,nan,nan
371,DRIEMS,Cuttack,Odisha,,nan,nan,nan
372,Dronacharya College of Engineering,Gurgaon,Haryana,,nan,nan,nan
373,Dronacharya Group of Institutions,Greater Noida,Uttar Pradesh,,nan,nan,nan
374,E.G.S. Pillay Engineering College,Nagapattinam,Tamil Nadu,,nan,nan,nan
375,East West Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
376,Easwari Engineering College,Chennai,Tamil Nadu,,nan,nan,nan
377,Ellenki College of Engineering & Technology,Medak,Telangana,,nan,nan,nan
378,"Engineering College, Ajmer",Ajmer,Rajasthan,,nan,nan,nan
379,Er. Perumal Manimekalai College of Engineering,Krishnagiri,Tamil Nadu,,nan,nan,nan
380,Erode Sengunthar Engineering College,Erode,Tamil Nadu,,nan,nan,nan
381,"Eshan College of Engineering, Mathura",Mathura,Uttar Pradesh,,nan,nan,nan
382,Eswar College of Engineering,Guntur,Andhra Pradesh,,nan,nan,nan
383,"Everest Education Society Sanchalit, College of Engineering",Aurangabad,Maharashtra,,nan,nan,nan
384,Excel Engineering College,Namakkal,Tamil Nadu,,nan,nan,nan
385,Federal Institute of Science and Technology (FISAT),Ernakulam,Kerala,,nan,nan,nan
386,Finolex Academy of Management and Technology,Ratnagiri,Maharashtra,,nan,nan,nan
387,Fr. C. Rodrigues Institute of Technology,Navi Mumbai,Maharashtra,,nan,nan,nan
388,Fr. Conceicao Rodrigues College of Engineering,Mumbai,Maharashtra,,nan,nan,nan
