name,city,state,nirfRank,rank
Government Degree College,Yerraguntla,Andhra Pradesh,nan,nan
Government Degree College,Kathua,Jammu and Kashmir,nan,nan
Government Degree College,Yeleswaram,Andhra Pradesh,nan,nan
Government Degree College (Autonomous),Siddipet,Telangana,nan,nan
Government Degree College (Patancheru),Patancheru,Telangana,nan,nan
Government Degree College (Sadasivpet),Sadasivpet,Telangana,nan,nan
Government Degree College (Zaheerabad),Zaheerabad,Telangana,nan,nan
"Government Degree College , Atmakur",Mahbubnagar,Telangana,nan,nan
Government Degree College Agraharam,Vemulawada,Telangana,nan,nan
"Government Degree College Chachora, Beenagang",CHACHODA ROAD BINAGANJ,Madhya Pradesh,nan,nan
Government Degree College Lamgara,Lamgara,Uttarakhand,nan,nan
Government Degree College Masi,ALMORA,Uttarakhand,nan,nan
Government Degree College Narasanna Peta,Srikakulam,Andhra Pradesh,nan,nan
Government Degree College Pakala -Rural Co-Ed.,Chittoor,Andhra Pradesh,nan,nan
Government Degree College Porsa,MORENA,Madhya Pradesh,nan,nan
"Government Degree College Pulwama, Kashmir",Pulwama,Jammu and Kashmir,nan,nan
Government Degree College Radhogarh,Raghogarh,Madhya Pradesh,nan,nan
Government Degree College Ravulapalem,Ravulapalem,Andhra Pradesh,nan,nan
Government Degree College Sathyavedu Rural Co-Ed.,Satyavedu,Andhra Pradesh,nan,nan
Government Degree College Srisailam Project,Kurnool,Andhra Pradesh,nan,nan
Government Degree College Surankote,Surankote,Jammu and Kashmir,nan,nan
Government Degree College Thannamandi,Rajouri,Jammu and Kashmir,nan,nan
Government Degree College for Men,Srikakulam,Andhra Pradesh,nan,nan
Government Degree College for Men,Adilabad,Telangana,nan,nan
"Government Degree College for Men (Autonomous), Anantapur",Anantapur,Andhra Pradesh,nan,nan
Government Degree College for Women,Wanaparthy,Telangana,nan,nan
Government Degree College for Women,Nalgonda,Telangana,nan,nan
Government Degree College for Women (Begumpet),Hyderabad,Telangana,nan,nan
Government Degree College for Women (Hussainialam),Hyderabad,Telangana,nan,nan
Government Degree College for Women (Sangareddy),Sangareddy,Telangana,nan,nan
Government Degree College for Women (Siddipet),Siddipet,Telangana,nan,nan
"Government Degree College for Women, Adilabad",Adilabad,Telangana,nan,nan
"Government Degree College for Women, Guntur",Guntur,Andhra Pradesh,nan,nan
"Government Degree College for Women, Jagtial",Jagtial,Telangana,nan,nan
"Government Degree College for Women, Karimnagar",Karimnagar,Telangana,nan,nan
"Government Degree College for Women, Madanapalle Urban",Madanapalle,Andhra Pradesh,nan,nan
Government Degree College for women Sri kalahasthi Urban,Chittoor,Andhra Pradesh,nan,nan
"Government Degree College, Alir",Yadadri Bhuvanagiri,Telangana,nan,nan
"Government Degree College, Amarpur",Amarpur,Tripura,nan,nan
"Government Degree College, Amarwara",Amarwara,Madhya Pradesh,nan,nan
"Government Degree College, Avangadda",Avanigadda,Andhra Pradesh,nan,nan
"Government Degree College, Banbasa",Champawat,Uttarakhand,nan,nan
"Government Degree College, Banganapalli",Banaganapalle,Andhra Pradesh,nan,nan
"Government Degree College, Bantumilli",Bantumilli,Andhra Pradesh,nan,nan
"Government Degree College, Bellampally",Bellampally,Telangana,nan,nan
"Government Degree College, Bhua Bichhiya, Mandla",BHUABICHHIYA,Madhya Pradesh,nan,nan
"Government Degree College, Bhupalpally",Bhoopalpalli,Telangana,nan,nan
"Government Degree College, Bichhua",Chhindwara,Madhya Pradesh,nan,nan
"Government Degree College, Bodhan (5007)",Bodhan,Telangana,nan,nan
"Government Degree College, Chebrole",Chebrole,Andhra Pradesh,nan,nan
"Government Degree College, Cheepurupalli",Vizianagaram,Andhra Pradesh,nan,nan
"Government Degree College, Chintapalli",Visakhapatnam,Andhra Pradesh,nan,nan
"Government Degree College, Chinyalisaur",chinyalisaur,Uttarakhand,nan,nan
"Government Degree College, Cumbum",Cumbum,Andhra Pradesh,nan,nan
"Government Degree College, Devidhura",Champawat,Uttarakhand,nan,nan
"Government Degree College, Dharmanagar",Dharmanagar,Tripura,nan,nan
"Government Degree College, Dharpally",Nizamabad,Telangana,nan,nan
"Government Degree College, Eluru",Eluru,Andhra Pradesh,nan,nan
"Government Degree College, Eturu Nagaram",Warangal (Rural),Telangana,nan,nan
"Government Degree College, Ganai Gangoli",Pithoragarh,Uttarakhand,nan,nan
"Government Degree College, Garla",Mahabubabad,Telangana,nan,nan
"Government Degree College, Godhavarikhani",Karimnagar,Telangana,nan,nan
"Government Degree College, Jaggampeta",Jaggampeta,Andhra Pradesh,nan,nan
"Government Degree College, Jammalamadugu",Jammalamadugu,Andhra Pradesh,nan,nan
"Government Degree College, Kamalpur",Kamalpur,Tripura,nan,nan
"Government Degree College, Kanchanpur",Kanchanpur,Tripura,nan,nan
"Government Degree College, Khumlwng",Khumulwng,Tripura,nan,nan
"Government Degree College, Kommavarapukota",Kamavarapukota,Andhra Pradesh,nan,nan
"Government Degree College, Kotabag",Tahsil - Kaladungi,Uttarakhand,nan,nan
"Government Degree College, Kuppam Rural Co-Ed.",Chittoor,Andhra Pradesh,nan,nan
"Government Degree College, Laksar, Haridwar","Laksar, Haridwar",Uttarakhand,nan,nan
"Government Degree College, Lambgaon",Tehri Garhwal,Uttarakhand,nan,nan
"Government Degree College, Longtarai Valley",Chailengta,Tripura,nan,nan
"Government Degree College, Luxettipet",Luxettipet,Telangana,nan,nan
"Government Degree College, Madhira",Madhira,Telangana,nan,nan
"Government Degree College, Mahanpur",Kathua,Jammu and Kashmir,nan,nan
"Government Degree College, Majra Mahadev",MAJRA MAHADEV,Uttarakhand,nan,nan
"Government Degree College, Malkajgiri",Hyderabad,Telangana,nan,nan
"Government Degree College, Mancherial",Adilabad,Telangana,nan,nan
"Government Degree College, Manglore",MANGLORE,Uttarakhand,nan,nan
"Government Degree College, Manthani",Manthani,Telangana,nan,nan
"Government Degree College, Margubpur (Roorkee)",Roorkee (Haridwar),Uttarakhand,nan,nan
"Government Degree College, Naidupeta",Sri Potti Sriramulu Nellore,Andhra Pradesh,nan,nan
"Government Degree College, Nandikotkur",Kurnool,Andhra Pradesh,nan,nan
"Government Degree College, Nowshera",Nowshera,Jammu and Kashmir,nan,nan
"Government Degree College, Paloncha",Khammam,Telangana,nan,nan
"Government Degree College, Pathapatnam",Srikakulam,Andhra Pradesh,nan,nan
"Government Degree College, Peddapalli",Peddapalli,Telangana,nan,nan
"Government Degree College, Pithapuram",Pithapuram,Andhra Pradesh,nan,nan
"Government Degree College, Pokhra",Pauri Garhwal,Uttarakhand,nan,nan
"Government Degree College, Purola",PUROLA,Uttarakhand,nan,nan
"Government Degree College, Rajam",Sikakulam,Andhra Pradesh,nan,nan
"Government Degree College, Rikhnikhal",Rikhnikhal,Uttarakhand,nan,nan
"Government Degree College, S. Kota",Srungavarapu Kota,Andhra Pradesh,nan,nan
"Government Degree College, Sabbavaram",Sabbavaram,Andhra Pradesh,nan,nan
"Government Degree College, Salur",Vizianagaram,Andhra Pradesh,nan,nan
"Government Degree College, Satpuli",Satpuli,Uttarakhand,nan,nan
"Government Degree College, Seethanagaram",Seethanagaram,Andhra Pradesh,nan,nan
"Government Degree College, Sitarganj",SITARGANJ,Uttarakhand,nan,nan
"Government Degree College, Teliamura",Teliamura,Tripura,nan,nan
"Government Degree College, Thalisain",Pauri,Uttarakhand,nan,nan
"Government Degree College, Thatyud",Thatyud,Uttarakhand,nan,nan
"Government Degree College, Thorrur",Thorrur,Telangana,nan,nan
"Government Degree College, Tiruvuru",Krishna,Andhra Pradesh,nan,nan
"Government Degree College, Tuni",Tuni,Andhra Pradesh,nan,nan
"Government Degree College, Tyuni (Dehradun)",Dehradun,Uttarakhand,nan,nan
"Government Degree College, Udayagiri",Udayagiri,Andhra Pradesh,nan,nan
"Government Degree College, V-Madugula",Visakhapatnam,Andhra Pradesh,nan,nan
"Government Degree College, Wardhannapet",Wardhannapet,Telangana,nan,nan
"Government Degree College, Yerragondapalem",Yerragondapalem,Andhra Pradesh,nan,nan
"Government Degree College, kanda",Kanda,Uttarakhand,nan,nan
"Government Degree College,Nainbagh",NAINBAGH,Uttarakhand,nan,nan
"Government Degree Collge, Gandacharra",Dhalai,Tripura,nan,nan
"Government Degree Collge, Santirbazer",Santirbazar,Tripura,nan,nan
"Government Degree Degree College, Hyderabad",Hyderabad,Telangana,nan,nan
Government Dental College,Thiruvananthapuram,Kerala,30,nan
Government Dental College,Ahmedabad,Gujarat,36,nan
"Government Dental College, Bangalore",Bangalore,Karnataka,18,nan
Government Dr. Bhagwat Sahay College,GWALIOR,Madhya Pradesh,nan,nan
Government Dr. Waman Vasudev Patankar Girls College,Durg,Chhattisgarh,nan,nan
Government Engineering Col,Thrissur,Kerala,213,nan
Government Engineering College,Rajkot,Gujarat,nan,nan
Government Engineering College,Bharuch,Gujarat,nan,nan
Government Engineering College,Godhra,Gujarat,nan,nan
Government Engineering College,Haveri,Karnataka,nan,nan
Government Engineering College,Palanpur,Gujarat,nan,nan
Government Engineering College,Trivandrum,Kerala,nan,nan
Government Engineering College Bilaspur,Bilaspur,Chhattisgarh,nan,nan
Government Engineering College Raipur,Raipur,Chhattisgarh,nan,nan
"Government Engineering College, Ballarpur Road",Chandrapur,Maharashtra,nan,nan
"Government Engineering College, Hassan",Hassan,Karnataka,nan,nan
"Government Engineering College, Jagdalpur",Jagdalpur,Chhattisgarh,nan,nan
"Government Engineering College, Jhalawar",Jhalawar,Rajasthan,nan,nan
"Government Engineering College, Kozhikode",Kozhikode,Kerala,nan,nan
"Government Engineering College, Modasa",Modasa,Gujarat,nan,nan
"Government Engineering College, Ramanagara",RAMANAGARA,Karnataka,nan,nan
"Government Engineering College, Thrissur",Thrissur,Kerala,nan,nan
"Government Engineering College, Valsad",Valsad,Gujarat,nan,nan
"Government FGC, Hoskote, Bangalore",Bangalore Rural,Karnataka,nan,nan
"Government First Grade BA, B.Com & BBA College, Raibag",Raibag,Karnataka,nan,nan
Government First Grade College,Dakshina Kannada,Karnataka,nan,nan
Government First Grade College,MUDALAGI,Karnataka,nan,nan
Government First Grade College,Chikkaballapura,Karnataka,nan,nan
Government First Grade College,HARIHARA,Karnataka,nan,nan
Government First Grade College,KRISHNARAJAPETE,Karnataka,nan,nan
"Government First Grade College & PG Center, Chintaman",Chintamani,Karnataka,nan,nan
Government First Grade College Gundlupet,Gundlupet,Karnataka,nan,nan
Government First Grade College Kalgi,Kalagi,Karnataka,nan,nan
Government First Grade College Zalaki,Zalaki,Karnataka,nan,nan
"Government First Grade College for Women, Haveri",Haveri,Karnataka,nan,nan
"Government First Grade College for Women, K.R Pet",K R Pet,Karnataka,nan,nan
"Government First Grade College, Arakalagud",Hassan,Karnataka,nan,nan
"Government First Grade College, Athani",Athani,Karnataka,nan,nan
"Government First Grade College, Ayanur",Shimoga,Karnataka,nan,nan
"Government First Grade College, Banavara",Hassan,Karnataka,nan,nan
"Government First Grade College, Bangarpet",KOLAR,Karnataka,nan,nan
"Government First Grade College, Baramasagara",Bharamasagara,Karnataka,nan,nan
"Government First Grade College, Bilikere",Mysore,Karnataka,nan,nan
"Government First Grade College, Chikkaballapur Dist.",Gauribidanur,Karnataka,nan,nan
"Government First Grade College, Chikkabasur",Haveri,Karnataka,nan,nan
"Government First Grade College, H.D.Kote",Mysore,Karnataka,nan,nan
"Government First Grade College, Honnali",Davanagere,Karnataka,nan,nan
"Government First Grade College, Hosadurga",Hosadurga,Karnataka,nan,nan
"Government First Grade College, Hunagund",Bagalkot,Karnataka,nan,nan
"Government First Grade College, Javagal",Arsikere Tq.,Karnataka,nan,nan
"Government First Grade College, Jayanagar",Bangalore,Karnataka,nan,nan
"Government First Grade College, K R S, S.R Patna",K.R.Sagara,Karnataka,nan,nan
"Government First Grade College, K.R. Puram, Bangalore",Bengaluru,Karnataka,nan,nan
"Government First Grade College, Kalasa","Kalasa ,Mudigere Taluk",Karnataka,nan,nan
"Government First Grade College, Kokatanoor",Kokatanoor,Karnataka,nan,nan
"Government First Grade College, Koteshwara",Kundapura,Karnataka,nan,nan
"Government First Grade College, Kundgol.",Kundgol,Karnataka,nan,nan
"Government First Grade College, Kunigal",Kunigal,Karnataka,nan,nan
"Government First Grade College, Muddebihal",Bijapur,Karnataka,nan,nan
"Government First Grade College, Nanjangud",Mysore,Karnataka,nan,nan
"Government First Grade College, Nyamati",Davanagere,Karnataka,nan,nan
"Government First Grade College, Parushurampura",Chitradurga,Karnataka,nan,nan
"Government First Grade College, Sakleshpura",Hassan,Karnataka,nan,nan
"Government First Grade College, Savalgi",Bagalkot,Karnataka,nan,nan
"Government First Grade College, Shiralakoppa",Shimoga,Karnataka,nan,nan
"Government First Grade College, T. Narasipura",Mysore,Karnataka,nan,nan
"Government First Grade College, Udapura",Hassan,Karnataka,nan,nan
"Government First Grade College, Vijayanagar",Bangalore,Karnataka,nan,nan
"Government First Grade College,For Women, Maddur",Maddur,Karnataka,nan,nan
Government First Grade Degree College Gurumitkal,Gurumatkal,Karnataka,nan,nan
Government First Grade Degree College Raichur,Raichur,Karnataka,nan,nan
Government First Grade Degree College Yadgir,YADAGIR,Karnataka,nan,nan
Government First Grade Degree College for Women,Jamkhandi,Karnataka,nan,nan
"Government First Grade Degree College, Hulsoor",Hulsoor,Karnataka,nan,nan
Government Gandhi Degree College Balaji Mihona,MIHONA,Madhya Pradesh,nan,nan
Government Gandhi Memorial Science College,Jammu,Jammu and Kashmir,nan,nan
"Government Geetanjali Girls College, Berasia Road, Bhopal",Bhopal,Madhya Pradesh,nan,nan
Government General Degree College,Jhargram,West Bengal,nan,nan
"Government General Degree College, Kalna-I",Barddhaman,West Bengal,nan,nan
Government Girls College,MORENA,Madhya Pradesh,nan,nan
Government Girls College,DATIA,Madhya Pradesh,nan,nan
"Government Girls College, Barwani",Barwani,Madhya Pradesh,nan,nan
"Government Girls College, Ujjain",Ujjain,Madhya Pradesh,nan,nan
"Government Girls College, Vidisha",Vidisha,Madhya Pradesh,nan,nan
"Government Girls Degree College Chachora, Beenagang",chachora,Madhya Pradesh,nan,nan
"Government Girls Degree College Khanpur, Haridwar",khanpur,Uttarakhand,nan,nan
"Government Girls Degree College, Haldwani",Haldwani,Uttarakhand,nan,nan
"Government Girls P.G.College, Rewa",Rewa,Madhya Pradesh,nan,nan
Government Govind Degree College Sebda,SEONDHA,Madhya Pradesh,nan,nan
"Government Home Science College, Hoshangabad",Hoshangabad,Madhya Pradesh,nan,nan
"Government Home Science College,Sector-10",Chandigarh,Chandigarh,nan,nan
Government Hrangbana College,Aizawl,Mizoram,nan,nan
Government I Grade College,Uttara Kannada,Karnataka,nan,nan
Government I Grade College Naregal,Naregal,Karnataka,nan,nan
Government I Grade College Shiggaon,Haveri,Karnataka,nan,nan
Government Institute Of Forensic Science Aurangabad,Aurangabad,Maharashtra,nan,nan
Government Institute of Forensic Science,Nagpur,Maharashtra,nan,nan
"Government Institute of Science, Nagpur",Nagpur,Maharashtra,nan,nan
"Government J.S.T.P.G. College, Balaghat",Balaghat,Madhya Pradesh,nan,nan
"Government K.N.S. Girls College, Balaghat",Balaghat,Madhya Pradesh,nan,nan
Government Kamalaraja PG College,Gwalior,Madhya Pradesh,nan,nan
Government Kasturba Girls College,Guna,Madhya Pradesh,nan,nan
Government LSGK College Pohari,Shivpuri,Madhya Pradesh,nan,nan
Government Law College,MORENA,Madhya Pradesh,nan,nan
"Government Law College, Ashoknagar",Ashoknagar,Madhya Pradesh,nan,nan
"Government M.H. College of Home Sc. & Science for Women,Jabalpur",Jabalpur,Madhya Pradesh,nan,nan
Government Madhav College Chanderi,CHANDERI,Madhya Pradesh,nan,nan
"Government Mahakoshal Autonmous Arts. & Commerece College, Civil Line Jabalpur",Jabalpur,Madhya Pradesh,nan,nan
Government Mahavidyalaya Noida,NOIDA,Uttar Pradesh,nan,nan
"Government Mahila Engineering College, Ajmer",Ajmer,Rajasthan,nan,nan
Government Medical College,Bhavnagar,Gujarat,nan,nan
Government Medical College,Surat,Gujarat,nan,nan
"Government Medical College, Amritsar",Amritsar,Punjab,nan,nan
Government N. C. J. College,Balod,Chhattisgarh,nan,nan
"Government National College, Sirsa",SIRSA,Haryana,nan,nan
"Government Navin College, Narwar",Narwar,Madhya Pradesh,nan,nan
Government Nehru Degree College,Ashoknagar,Madhya Pradesh,nan,nan
Government Nehru Degree College Sabalgarh,SABALGARH,Madhya Pradesh,nan,nan
"Government P G College, Bageshwar",Bageshwar,Uttarakhand,nan,nan
"Government P G College, Baluwakot",pithoragarh,Uttarakhand,nan,nan
"Government P G College, Berinag",Pithoragarh,Uttarakhand,nan,nan
"Government P G College, Garudabanj",Garudabanj (Almora),Uttarakhand,nan,nan
"Government P G College, Jaintee",Almora,Uttarakhand,nan,nan
"Government P G College, Kapkot",Bageshwar,Uttarakhand,nan,nan
"Government P G College, Lohaghat",Lohaghat,Uttarakhand,nan,nan
"Government P G College, Manila",Almora,Uttarakhand,nan,nan
"Government P G College, Munsyari",Pithoragarh,Uttarakhand,nan,nan
"Government P G College, Ramnagar",Ramnagar,Uttarakhand,nan,nan
"Government P G College, Rudrapur",Rudrapur,Uttarakhand,nan,nan
"Government P G College, Syalde",Ranikhet,Uttarakhand,nan,nan
"Government P G College, Tanakpur",Tanakpur,Uttarakhand,nan,nan
Government P. G. College,Someshwar,Uttarakhand,nan,nan
"Government P.G Degree College, Gopeshwar",Gopeshwar (Chamoli),Uttarakhand,nan,nan
"Government P.G Degree College, New Tehri",NEW TEHRI,Uttarakhand,nan,nan
"Government P.G Degree College, Uttarkashi",uttarkashi,Uttarakhand,nan,nan
Government P.G. College,GUNA,Madhya Pradesh,nan,nan
Government P.G. College Shepurkla,sheopur,Madhya Pradesh,nan,nan
"Government P.G. College, Barwani",BARWANI,Madhya Pradesh,nan,nan
"Government P.G. College, Khargone",KHARGONE,Madhya Pradesh,nan,nan
Government PG College,Datia,Madhya Pradesh,nan,nan
Government PG College,MORENA,Madhya Pradesh,nan,nan
"Government PG Degree College, Rishikesh, Dehradun",Rishikesh,Uttarakhand,nan,nan
"Government Post Graduate College, Sector-11",Chandigarh,Chandigarh,nan,nan
"Government Post Graduate College, Sector-46",Chandigarh,Chandigarh,nan,nan
"Government Post-graduate College for Girls, Sector-11",Chandigarh,Chandigarh,nan,nan
Government Ramnarayan Chellaram College of Commerce and Management,BENGALURU,Karnataka,nan,nan
Government Raza (PG) College,Rampur,Uttar Pradesh,nan,nan
"Government S.S.P. Arts, Commerce & Science College, Waraseoni, Balaghat",WARASEONI,Madhya Pradesh,nan,nan
"Government Sanskrit College, Lashkar, Gwalior","Lashkar, Gwalior",Madhya Pradesh,nan,nan
"Government Sanskrit College, Tripunithura",Ernakulam,Kerala,nan,nan
"Government Sarojini Naidu Girls College, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,nan,nan
Government Science College,Gandhinagar,Gujarat,nan,nan
Government Science College Pandhurna,Pandhurna,Madhya Pradesh,nan,nan
"Government Science College, Chitradurga",Chitradurga,Karnataka,nan,nan
Government Shri Mant Madhavrao Shindhiya College,SHIVPURI,Madhya Pradesh,nan,nan
Government Shrimant Mahavrao Shindhiya Adarsh Science College,Gwalior,Madhya Pradesh,nan,nan
Government Smt. Indira Gandhi Girls College,SHIVPURI,Madhya Pradesh,nan,nan
